#    L    TT             EE             TE             PP             TP          
   320    0.33005E+04    0.12459E+02    0.11618E+03    0.13637E+07    0.87074E+03
   321    0.32680E+04    0.12643E+02    0.11577E+03    0.13583E+07    0.86261E+03
   322    0.32357E+04    0.12825E+02    0.11532E+03    0.13530E+07    0.85454E+03
   323    0.32035E+04    0.13008E+02    0.11484E+03    0.13477E+07    0.84653E+03
   324    0.31715E+04    0.13191E+02    0.11431E+03    0.13425E+07    0.83859E+03
   325    0.31396E+04    0.13371E+02    0.11376E+03    0.13373E+07    0.83071E+03
   326    0.31079E+04    0.13553E+02    0.11316E+03    0.13321E+07    0.82290E+03
   327    0.30763E+04    0.13733E+02    0.11253E+03    0.13269E+07    0.81514E+03
   328    0.30450E+04    0.13913E+02    0.11187E+03    0.13218E+07    0.80745E+03
   329    0.30139E+04    0.14092E+02    0.11116E+03    0.13167E+07    0.79983E+03
   330    0.29829E+04    0.14270E+02    0.11042E+03    0.13116E+07    0.79226E+03
   331    0.29523E+04    0.14448E+02    0.10965E+03    0.13065E+07    0.78477E+03
   332    0.29218E+04    0.14625E+02    0.10885E+03    0.13015E+07    0.77733E+03
   333    0.28915E+04    0.14801E+02    0.10802E+03    0.12965E+07    0.76996E+03
   334    0.28615E+04    0.14976E+02    0.10714E+03    0.12916E+07    0.76265E+03
   335    0.28316E+04    0.15149E+02    0.10623E+03    0.12866E+07    0.75540E+03
   336    0.28020E+04    0.15321E+02    0.10529E+03    0.12817E+07    0.74822E+03
   337    0.27728E+04    0.15493E+02    0.10431E+03    0.12768E+07    0.74110E+03
   338    0.27437E+04    0.15662E+02    0.10330E+03    0.12720E+07    0.73405E+03
   339    0.27150E+04    0.15832E+02    0.10226E+03    0.12672E+07    0.72706E+03
   340    0.26865E+04    0.15999E+02    0.10119E+03    0.12623E+07    0.72013E+03
   341    0.26583E+04    0.16164E+02    0.10008E+03    0.12576E+07    0.71327E+03
   342    0.26304E+04    0.16329E+02    0.98946E+02    0.12528E+07    0.70648E+03
   343    0.26028E+04    0.16491E+02    0.97777E+02    0.12481E+07    0.69974E+03
   344    0.25756E+04    0.16652E+02    0.96579E+02    0.12434E+07    0.69307E+03
   345    0.25486E+04    0.16810E+02    0.95352E+02    0.12387E+07    0.68647E+03
   346    0.25219E+04    0.16968E+02    0.94103E+02    0.12341E+07    0.67992E+03
   347    0.24955E+04    0.17123E+02    0.92816E+02    0.12294E+07    0.67345E+03
   348    0.24695E+04    0.17276E+02    0.91500E+02    0.12248E+07    0.66704E+03
   349    0.24438E+04    0.17427E+02    0.90155E+02    0.12202E+07    0.66069E+03
   350    0.24185E+04    0.17575E+02    0.88787E+02    0.12157E+07    0.65440E+03
   351    0.23937E+04    0.17722E+02    0.87389E+02    0.12111E+07    0.64818E+03
   352    0.23690E+04    0.17867E+02    0.85963E+02    0.12066E+07    0.64203E+03
   353    0.23447E+04    0.18009E+02    0.84521E+02    0.12021E+07    0.63593E+03
   354    0.23207E+04    0.18149E+02    0.83042E+02    0.11977E+07    0.62990E+03
   355    0.22972E+04    0.18286E+02    0.81541E+02    0.11932E+07    0.62392E+03
   356    0.22741E+04    0.18421E+02    0.80025E+02    0.11888E+07    0.61800E+03
   357    0.22513E+04    0.18554E+02    0.78480E+02    0.11844E+07    0.61213E+03
   358    0.22289E+04    0.18683E+02    0.76920E+02    0.11800E+07    0.60632E+03
   359    0.22068E+04    0.18809E+02    0.75330E+02    0.11757E+07    0.60056E+03
   360    0.21852E+04    0.18934E+02    0.73721E+02    0.11713E+07    0.59485E+03
   361    0.21640E+04    0.19055E+02    0.72089E+02    0.11670E+07    0.58918E+03
   362    0.21431E+04    0.19174E+02    0.70438E+02    0.11627E+07    0.58357E+03
   363    0.21227E+04    0.19290E+02    0.68768E+02    0.11585E+07    0.57800E+03
   364    0.21027E+04    0.19402E+02    0.67077E+02    0.11542E+07    0.57247E+03
   365    0.20830E+04    0.19512E+02    0.65370E+02    0.11500E+07    0.56699E+03
   366    0.20638E+04    0.19619E+02    0.63645E+02    0.11458E+07    0.56155E+03
   367    0.20450E+04    0.19722E+02    0.61903E+02    0.11416E+07    0.55614E+03
   368    0.20265E+04    0.19822E+02    0.60146E+02    0.11374E+07    0.55077E+03
   369    0.20086E+04    0.19920E+02    0.58372E+02    0.11333E+07    0.54544E+03
   370    0.19911E+04    0.20014E+02    0.56586E+02    0.11292E+07    0.54015E+03
   371    0.19740E+04    0.20104E+02    0.54785E+02    0.11251E+07    0.53488E+03
   372    0.19572E+04    0.20191E+02    0.52972E+02    0.11210E+07    0.52965E+03
   373    0.19410E+04    0.20275E+02    0.51144E+02    0.11169E+07    0.52444E+03
   374    0.19251E+04    0.20356E+02    0.49306E+02    0.11129E+07    0.51927E+03
   375    0.19096E+04    0.20433E+02    0.47458E+02    0.11088E+07    0.51412E+03
   376    0.18947E+04    0.20507E+02    0.45599E+02    0.11048E+07    0.50899E+03
   377    0.18802E+04    0.20577E+02    0.43732E+02    0.11009E+07    0.50389E+03
   378    0.18660E+04    0.20643E+02    0.41855E+02    0.10969E+07    0.49881E+03
   379    0.18523E+04    0.20706E+02    0.39971E+02    0.10929E+07    0.49374E+03
   380    0.18391E+04    0.20767E+02    0.38079E+02    0.10890E+07    0.48870E+03
   381    0.18263E+04    0.20820E+02    0.36182E+02    0.10851E+07    0.48367E+03
   382    0.18139E+04    0.20873E+02    0.34280E+02    0.10812E+07    0.47866E+03
   383    0.18019E+04    0.20921E+02    0.32371E+02    0.10773E+07    0.47366E+03
   384    0.17905E+04    0.20964E+02    0.30460E+02    0.10735E+07    0.46868E+03
   385    0.17794E+04    0.21006E+02    0.28546E+02    0.10697E+07    0.46370E+03
   386    0.17688E+04    0.21043E+02    0.26629E+02    0.10658E+07    0.45873E+03
   387    0.17585E+04    0.21076E+02    0.24710E+02    0.10621E+07    0.45377E+03
   388    0.17487E+04    0.21105E+02    0.22791E+02    0.10583E+07    0.44882E+03
   389    0.17393E+04    0.21128E+02    0.20872E+02    0.10545E+07    0.44387E+03
   390    0.17304E+04    0.21150E+02    0.18954E+02    0.10508E+07    0.43892E+03
   391    0.17220E+04    0.21168E+02    0.17037E+02    0.10470E+07    0.43397E+03
   392    0.17138E+04    0.21183E+02    0.15123E+02    0.10433E+07    0.42902E+03
   393    0.17063E+04    0.21193E+02    0.13212E+02    0.10396E+07    0.42407E+03
   394    0.16990E+04    0.21200E+02    0.11306E+02    0.10360E+07    0.41911E+03
   395    0.16922E+04    0.21202E+02    0.94025E+01    0.10323E+07    0.41415E+03
   396    0.16859E+04    0.21200E+02    0.75061E+01    0.10287E+07    0.40918E+03
   397    0.16798E+04    0.21195E+02    0.56152E+01    0.10251E+07    0.40420E+03
   398    0.16743E+04    0.21186E+02    0.37311E+01    0.10214E+07    0.39921E+03
   399    0.16692E+04    0.21172E+02    0.18546E+01    0.10179E+07    0.39421E+03
   400    0.16644E+04    0.21156E+02   -0.13385E-01    0.10143E+07    0.38920E+03
   401    0.16600E+04    0.21134E+02   -0.18722E+01    0.10107E+07    0.38417E+03
   402    0.16562E+04    0.21109E+02   -0.37211E+01    0.10072E+07    0.37912E+03
   403    0.16526E+04    0.21081E+02   -0.55593E+01    0.10037E+07    0.37407E+03
   404    0.16495E+04    0.21048E+02   -0.73853E+01    0.10001E+07    0.36900E+03
   405    0.16468E+04    0.21011E+02   -0.92000E+01    0.99665E+06    0.36393E+03
   406    0.16444E+04    0.20970E+02   -0.11001E+02    0.99318E+06    0.35885E+03
   407    0.16424E+04    0.20926E+02   -0.12790E+02    0.98971E+06    0.35377E+03
   408    0.16408E+04    0.20878E+02   -0.14563E+02    0.98627E+06    0.34868E+03
   409    0.16397E+04    0.20827E+02   -0.16321E+02    0.98284E+06    0.34360E+03
   410    0.16388E+04    0.20771E+02   -0.18064E+02    0.97942E+06    0.33851E+03
   411    0.16384E+04    0.20712E+02   -0.19790E+02    0.97602E+06    0.33343E+03
   412    0.16383E+04    0.20649E+02   -0.21499E+02    0.97264E+06    0.32835E+03
   413    0.16386E+04    0.20582E+02   -0.23191E+02    0.96927E+06    0.32328E+03
   414    0.16391E+04    0.20512E+02   -0.24864E+02    0.96592E+06    0.31821E+03
   415    0.16401E+04    0.20439E+02   -0.26517E+02    0.96258E+06    0.31316E+03
   416    0.16414E+04    0.20362E+02   -0.28152E+02    0.95926E+06    0.30812E+03
   417    0.16430E+04    0.20282E+02   -0.29766E+02    0.95595E+06    0.30309E+03
   418    0.16450E+04    0.20196E+02   -0.31359E+02    0.95265E+06    0.29808E+03
   419    0.16474E+04    0.20108E+02   -0.32930E+02    0.94938E+06    0.29308E+03
   420    0.16500E+04    0.20018E+02   -0.34479E+02    0.94611E+06    0.28810E+03
   421    0.16530E+04    0.19924E+02   -0.36005E+02    0.94286E+06    0.28315E+03
   422    0.16563E+04    0.19826E+02   -0.37508E+02    0.93963E+06    0.27822E+03
   423    0.16599E+04    0.19724E+02   -0.38987E+02    0.93641E+06    0.27331E+03
   424    0.16637E+04    0.19619E+02   -0.40442E+02    0.93321E+06    0.26843E+03
   425    0.16679E+04    0.19511E+02   -0.41871E+02    0.93002E+06    0.26357E+03
   426    0.16724E+04    0.19400E+02   -0.43274E+02    0.92684E+06    0.25875E+03
   427    0.16772E+04    0.19286E+02   -0.44653E+02    0.92368E+06    0.25396E+03
   428    0.16822E+04    0.19169E+02   -0.46003E+02    0.92053E+06    0.24920E+03
   429    0.16875E+04    0.19049E+02   -0.47327E+02    0.91740E+06    0.24448E+03
   430    0.16931E+04    0.18927E+02   -0.48624E+02    0.91428E+06    0.23979E+03
   431    0.16990E+04    0.18801E+02   -0.49892E+02    0.91117E+06    0.23515E+03
   432    0.17050E+04    0.18671E+02   -0.51133E+02    0.90808E+06    0.23054E+03
   433    0.17114E+04    0.18541E+02   -0.52343E+02    0.90501E+06    0.22598E+03
   434    0.17179E+04    0.18407E+02   -0.53526E+02    0.90194E+06    0.22146E+03
   435    0.17247E+04    0.18271E+02   -0.54678E+02    0.89889E+06    0.21699E+03
   436    0.17317E+04    0.18132E+02   -0.55801E+02    0.89586E+06    0.21257E+03
   437    0.17390E+04    0.17991E+02   -0.56893E+02    0.89283E+06    0.20820E+03
   438    0.17465E+04    0.17847E+02   -0.57954E+02    0.88982E+06    0.20387E+03
   439    0.17542E+04    0.17701E+02   -0.58984E+02    0.88683E+06    0.19961E+03
   440    0.17621E+04    0.17553E+02   -0.59982E+02    0.88385E+06    0.19539E+03
   441    0.17702E+04    0.17402E+02   -0.60949E+02    0.88088E+06    0.19124E+03
   442    0.17784E+04    0.17249E+02   -0.61884E+02    0.87792E+06    0.18714E+03
   443    0.17869E+04    0.17095E+02   -0.62787E+02    0.87498E+06    0.18311E+03
   444    0.17956E+04    0.16939E+02   -0.63656E+02    0.87205E+06    0.17913E+03
   445    0.18044E+04    0.16779E+02   -0.64492E+02    0.86913E+06    0.17523E+03
   446    0.18133E+04    0.16620E+02   -0.65294E+02    0.86623E+06    0.17139E+03
   447    0.18224E+04    0.16459E+02   -0.66064E+02    0.86334E+06    0.16761E+03
   448    0.18316E+04    0.16294E+02   -0.66801E+02    0.86046E+06    0.16391E+03
   449    0.18410E+04    0.16129E+02   -0.67503E+02    0.85760E+06    0.16028E+03
   450    0.18506E+04    0.15964E+02   -0.68172E+02    0.85475E+06    0.15672E+03
   451    0.18603E+04    0.15796E+02   -0.68806E+02    0.85191E+06    0.15323E+03
   452    0.18700E+04    0.15627E+02   -0.69407E+02    0.84908E+06    0.14983E+03
   453    0.18800E+04    0.15457E+02   -0.69973E+02    0.84627E+06    0.14649E+03
   454    0.18900E+04    0.15286E+02   -0.70506E+02    0.84346E+06    0.14323E+03
   455    0.19000E+04    0.15114E+02   -0.71005E+02    0.84067E+06    0.14004E+03
   456    0.19103E+04    0.14940E+02   -0.71464E+02    0.83790E+06    0.13692E+03
   457    0.19205E+04    0.14767E+02   -0.71897E+02    0.83513E+06    0.13387E+03
   458    0.19309E+04    0.14592E+02   -0.72285E+02    0.83238E+06    0.13088E+03
   459    0.19413E+04    0.14418E+02   -0.72644E+02    0.82964E+06    0.12797E+03
   460    0.19519E+04    0.14242E+02   -0.72968E+02    0.82691E+06    0.12513E+03
   461    0.19624E+04    0.14066E+02   -0.73257E+02    0.82419E+06    0.12235E+03
   462    0.19730E+04    0.13889E+02   -0.73506E+02    0.82149E+06    0.11963E+03
   463    0.19836E+04    0.13713E+02   -0.73733E+02    0.81879E+06    0.11698E+03
   464    0.19942E+04    0.13536E+02   -0.73908E+02    0.81611E+06    0.11440E+03
   465    0.20049E+04    0.13360E+02   -0.74062E+02    0.81344E+06    0.11187E+03
   466    0.20156E+04    0.13183E+02   -0.74171E+02    0.81078E+06    0.10941E+03
   467    0.20264E+04    0.13006E+02   -0.74252E+02    0.80814E+06    0.10701E+03
   468    0.20371E+04    0.12830E+02   -0.74295E+02    0.80550E+06    0.10467E+03
   469    0.20478E+04    0.12654E+02   -0.74309E+02    0.80288E+06    0.10239E+03
   470    0.20586E+04    0.12478E+02   -0.74286E+02    0.80027E+06    0.10017E+03
   471    0.20692E+04    0.12304E+02   -0.74226E+02    0.79767E+06    0.98003E+02
   472    0.20800E+04    0.12130E+02   -0.74137E+02    0.79508E+06    0.95893E+02
   473    0.20907E+04    0.11957E+02   -0.74011E+02    0.79250E+06    0.93840E+02
   474    0.21013E+04    0.11785E+02   -0.73855E+02    0.78993E+06    0.91840E+02
   475    0.21120E+04    0.11613E+02   -0.73662E+02    0.78738E+06    0.89895E+02
   476    0.21226E+04    0.11443E+02   -0.73435E+02    0.78484E+06    0.88002E+02
   477    0.21331E+04    0.11273E+02   -0.73183E+02    0.78230E+06    0.86161E+02
   478    0.21435E+04    0.11104E+02   -0.72886E+02    0.77978E+06    0.84371E+02
   479    0.21540E+04    0.10938E+02   -0.72571E+02    0.77727E+06    0.82631E+02
   480    0.21643E+04    0.10772E+02   -0.72217E+02    0.77477E+06    0.80940E+02
   481    0.21746E+04    0.10608E+02   -0.71828E+02    0.77228E+06    0.79298E+02
   482    0.21849E+04    0.10447E+02   -0.71411E+02    0.76980E+06    0.77703E+02
   483    0.21950E+04    0.10286E+02   -0.70966E+02    0.76733E+06    0.76154E+02
   484    0.22049E+04    0.10128E+02   -0.70489E+02    0.76488E+06    0.74651E+02
   485    0.22149E+04    0.99705E+01   -0.69981E+02    0.76243E+06    0.73192E+02
   486    0.22248E+04    0.98163E+01   -0.69444E+02    0.75999E+06    0.71777E+02
   487    0.22345E+04    0.96641E+01   -0.68877E+02    0.75757E+06    0.70405E+02
   488    0.22441E+04    0.95133E+01   -0.68281E+02    0.75515E+06    0.69075E+02
   489    0.22536E+04    0.93654E+01   -0.67657E+02    0.75275E+06    0.67786E+02
   490    0.22630E+04    0.92202E+01   -0.67003E+02    0.75035E+06    0.66537E+02
   491    0.22722E+04    0.90771E+01   -0.66324E+02    0.74797E+06    0.65328E+02
   492    0.22814E+04    0.89369E+01   -0.65617E+02    0.74559E+06    0.64156E+02
   493    0.22904E+04    0.87979E+01   -0.64882E+02    0.74323E+06    0.63022E+02
   494    0.22993E+04    0.86633E+01   -0.64122E+02    0.74087E+06    0.61924E+02
   495    0.23079E+04    0.85307E+01   -0.63336E+02    0.73853E+06    0.60862E+02
   496    0.23164E+04    0.84017E+01   -0.62526E+02    0.73620E+06    0.59835E+02
   497    0.23248E+04    0.82754E+01   -0.61689E+02    0.73387E+06    0.58842E+02
   498    0.23330E+04    0.81513E+01   -0.60830E+02    0.73156E+06    0.57881E+02
   499    0.23412E+04    0.80314E+01   -0.59946E+02    0.72925E+06    0.56952E+02
   500    0.23492E+04    0.79135E+01   -0.59040E+02    0.72696E+06    0.56055E+02
   501    0.23568E+04    0.78000E+01   -0.58112E+02    0.72467E+06    0.55188E+02
   502    0.23645E+04    0.76900E+01   -0.57161E+02    0.72240E+06    0.54350E+02
   503    0.23719E+04    0.75827E+01   -0.56190E+02    0.72013E+06    0.53542E+02
   504    0.23790E+04    0.74790E+01   -0.55197E+02    0.71787E+06    0.52764E+02
   505    0.23862E+04    0.73796E+01   -0.54185E+02    0.71563E+06    0.52014E+02
   506    0.23930E+04    0.72839E+01   -0.53153E+02    0.71339E+06    0.51294E+02
   507    0.23997E+04    0.71916E+01   -0.52103E+02    0.71116E+06    0.50601E+02
   508    0.24062E+04    0.71037E+01   -0.51034E+02    0.70894E+06    0.49937E+02
   509    0.24125E+04    0.70192E+01   -0.49948E+02    0.70673E+06    0.49301E+02
   510    0.24185E+04    0.69390E+01   -0.48846E+02    0.70453E+06    0.48693E+02
   511    0.24244E+04    0.68625E+01   -0.47726E+02    0.70234E+06    0.48112E+02
   512    0.24301E+04    0.67903E+01   -0.46592E+02    0.70016E+06    0.47558E+02
   513    0.24356E+04    0.67222E+01   -0.45443E+02    0.69798E+06    0.47031E+02
   514    0.24409E+04    0.66585E+01   -0.44280E+02    0.69582E+06    0.46530E+02
   515    0.24459E+04    0.65991E+01   -0.43104E+02    0.69367E+06    0.46056E+02
   516    0.24508E+04    0.65440E+01   -0.41915E+02    0.69152E+06    0.45608E+02
   517    0.24553E+04    0.64935E+01   -0.40714E+02    0.68938E+06    0.45185E+02
   518    0.24598E+04    0.64473E+01   -0.39502E+02    0.68726E+06    0.44788E+02
   519    0.24640E+04    0.64057E+01   -0.38278E+02    0.68514E+06    0.44416E+02
   520    0.24680E+04    0.63686E+01   -0.37045E+02    0.68303E+06    0.44069E+02
   521    0.24717E+04    0.63362E+01   -0.35804E+02    0.68093E+06    0.43746E+02
   522    0.24751E+04    0.63085E+01   -0.34553E+02    0.67884E+06    0.43448E+02
   523    0.24785E+04    0.62855E+01   -0.33295E+02    0.67675E+06    0.43173E+02
   524    0.24816E+04    0.62672E+01   -0.32031E+02    0.67468E+06    0.42923E+02
   525    0.24843E+04    0.62537E+01   -0.30759E+02    0.67261E+06    0.42696E+02
   526    0.24869E+04    0.62451E+01   -0.29481E+02    0.67056E+06    0.42492E+02
   527    0.24894E+04    0.62412E+01   -0.28199E+02    0.66851E+06    0.42311E+02
   528    0.24916E+04    0.62422E+01   -0.26914E+02    0.66647E+06    0.42153E+02
   529    0.24935E+04    0.62484E+01   -0.25624E+02    0.66444E+06    0.42017E+02
   530    0.24951E+04    0.62594E+01   -0.24334E+02    0.66241E+06    0.41903E+02
   531    0.24968E+04    0.62752E+01   -0.23039E+02    0.66040E+06    0.41811E+02
   532    0.24980E+04    0.62962E+01   -0.21745E+02    0.65839E+06    0.41741E+02
   533    0.24989E+04    0.63221E+01   -0.20450E+02    0.65640E+06    0.41691E+02
   534    0.24997E+04    0.63532E+01   -0.19156E+02    0.65441E+06    0.41663E+02
   535    0.25002E+04    0.63893E+01   -0.17863E+02    0.65243E+06    0.41655E+02
   536    0.25005E+04    0.64304E+01   -0.16571E+02    0.65046E+06    0.41668E+02
   537    0.25007E+04    0.64766E+01   -0.15282E+02    0.64849E+06    0.41701E+02
   538    0.25005E+04    0.65280E+01   -0.13996E+02    0.64654E+06    0.41754E+02
   539    0.25001E+04    0.65843E+01   -0.12714E+02    0.64459E+06    0.41826E+02
   540    0.24996E+04    0.66460E+01   -0.11438E+02    0.64265E+06    0.41918E+02
   541    0.24987E+04    0.67125E+01   -0.10166E+02    0.64072E+06    0.42029E+02
   542    0.24977E+04    0.67842E+01   -0.89011E+01    0.63879E+06    0.42158E+02
   543    0.24964E+04    0.68612E+01   -0.76429E+01    0.63688E+06    0.42306E+02
   544    0.24949E+04    0.69432E+01   -0.63922E+01    0.63497E+06    0.42472E+02
   545    0.24932E+04    0.70302E+01   -0.51497E+01    0.63307E+06    0.42656E+02
   546    0.24913E+04    0.71221E+01   -0.39163E+01    0.63118E+06    0.42857E+02
   547    0.24891E+04    0.72191E+01   -0.26923E+01    0.62930E+06    0.43076E+02
   548    0.24867E+04    0.73211E+01   -0.14787E+01    0.62742E+06    0.43312E+02
   549    0.24842E+04    0.74283E+01   -0.27631E+00    0.62556E+06    0.43565E+02
